,player,college,birth_state,college_state
1231,Gene Banks,Duke University,Pennsylvania,North Carolina
1232,Kenny Dennard,Duke University,North Carolina,North Carolina
1233,Vince Taylor,Duke University,Kentucky,North Carolina
1234,Mark Alarie,Duke University,Arizona,North Carolina
1235,Johnny Dawkins,Duke University,District of Columbia,North Carolina
1236,Dave Henderson,Duke University,North Carolina,North Carolina
1237,Martin Nessley,Duke University,Ohio,North Carolina
1239,Danny Ferry,Duke University,Maryland,North Carolina
1240,Christian Laettner,Duke University,New York,North Carolina
1241,Bobby Hurley,Duke University,New Jersey,North Carolina
1242,Grant Hill,Duke University,Texas,North Carolina
1243,Roshown McLeod,Duke University,New Jersey,North Carolina
1244,William Avery,Duke University,Georgia,North Carolina
1245,Elton Brand,Duke University,New York,North Carolina
1246,Trajan Langdon,Duke University,California,North Carolina
1247,Corey Maggette,Duke University,Illinois,North Carolina
1248,Shane Battier,Duke University,Michigan,North Carolina
1251,Chris Duhon,Duke University,Louisiana,North Carolina
1252,Daniel Ewing,Duke University,Florida,North Carolina
1253,Shavlik Randolph,Duke University,North Carolina,North Carolina
1254,Josh McRoberts,Duke University,Indiana,North Carolina
1255,DeMarcus Nelson,Duke University,California,North Carolina
1257,Nolan Smith,Duke University,Kentucky,North Carolina
1258,Lance Thomas,Duke University,New York,North Carolina
1259,Miles Plumlee,Duke University,Indiana,North Carolina
1260,Austin Rivers,Duke University,California,North Carolina
1261,Kyle Singler,Duke University,Oregon,North Carolina
1262,Seth Curry,Duke University,North Carolina,North Carolina
1263,Ryan Kelly,Duke University,New York,North Carolina
1264,Mason Plumlee,Duke University,Indiana,North Carolina
1265,Andre Dawkins,Duke University,Virginia,North Carolina
1266,Rodney Hood,Duke University,Mississippi,North Carolina
1267,Jabari Parker,Duke University,Illinois,North Carolina
1268,Tyus Jones,Duke University,Minnesota,North Carolina
1269,Jahlil Okafor,Duke University,Illinois,North Carolina
1270,Justise Winslow,Duke University,Texas,North Carolina
1271,Quinn Cook,Duke University,District of Columbia,North Carolina
1272,Brandon Ingram,Duke University,North Carolina,North Carolina
1273,Marshall Plumlee,Duke University,Indiana,North Carolina
1276,Goo Kennedy,Texas Christian University,North Carolina,Texas
1277,Dennis Nutt,Texas Christian University,Arkansas,Texas
1278,Reggie Smith,Texas Christian University,California,Texas
1279,Kurt Thomas,Texas Christian University,Texas,Texas
1280,Lee Nailon,Texas Christian University,Indiana,Texas
1281,Monk Meineke,University of Dayton,Ohio,Ohio
1282,Chuck Grigsby,University of Dayton,Ohio,Ohio
1285,Jim Paxson,University of Dayton,Indiana,Ohio
1286,Bucky Bockhorn,University of Dayton,Illinois,Ohio
1287,Jim Palmer,University of Dayton,Virginia,Ohio
1288,Hank Finkel,University of Dayton,New Jersey,Ohio
1289,Don May,University of Dayton,Ohio,Ohio
1290,Roger Brown,University of Dayton,New York,Ohio
1291,Johnny Davis,University of Dayton,Michigan,Ohio
1292,Sedric Toney,University of Dayton,Mississippi,Ohio
1293,Negele Knight,University of Dayton,Michigan,Ohio
1294,Josh Davis,University of Dayton,Michigan,Ohio
1295,Chris Wright,University of Dayton,Ohio,Ohio
1296,Brian Roberts,University of Dayton,Ohio,Ohio
1300,Geoff Huston,Texas Tech University,New York,Texas
1301,Jeff Taylor,Texas Tech University,Arkansas,Texas
1302,Darvin Ham,Texas Tech University,Michigan,Texas
1303,Jason Sasser,Texas Tech University,Texas,Texas
1304,Tony Battie,Texas Tech University,Texas,Texas
1305,Cory Carr,Texas Tech University,Arkansas,Texas
1306,Andre Emmett,Texas Tech University,Texas,Texas
1307,Kasib Powell,Texas Tech University,New Jersey,Texas
1308,Jermaine Taylor,Texas Tech University,Arkansas,Texas
1309,Jeffery Taylor,Texas Tech University,Arkansas,Texas
1310,Bob Peterson,University of Oregon,California,Oregon
1311,Jim Loscutoff,University of Oregon,California,Oregon
1313,Stan Love,University of Oregon,California,Oregon
1314,Al Carlson,University of Oregon,California,Oregon
1315,Steve Jones,University of Oregon,Louisiana,Oregon
1316,Ron Lee,University of Oregon,Massachusetts,Oregon
1317,Greg Ballard,University of Oregon,California,Oregon
1318,Rock Lee,University of Oregon,Massachusetts,Oregon
1319,John Greig,University of Oregon,California,Oregon
1320,Blair Rasmussen,University of Oregon,Washington,Oregon
1321,Anthony Taylor,University of Oregon,California,Oregon
1322,Terrell Brandon,University of Oregon,Oregon,Oregon
1323,Fred Jones,University of Oregon,Arkansas,Oregon
1324,Luke Ridnour,University of Oregon,Idaho,Oregon
1325,Alex Scales,University of Oregon,Wisconsin,Oregon
1326,Aaron Brooks,University of Oregon,Washington,Oregon
1327,Malik Hairston,University of Oregon,Michigan,Oregon
1328,Ivan Johnson,University of Oregon,Texas,Oregon
1329,Joe Young,University of Oregon,Texas,Oregon
1331,Robert Parish*,Centenary College of Louisiana,Louisiana,Louisiana
1332,Larry Robinson,Centenary College of Louisiana,Louisiana,Louisiana
1333,Ed Smith,Harvard University,Ohio,Massachusetts
1334,Jeremy Lin,Harvard University,California,Massachusetts
1339,Dan O'Sullivan,Fordham University,New York,New York
1340,Smush Parker,Fordham University,New York,New York
1341,George Dempsey,King's College,Pennsylvania,North Carolina
1342,George Dempsey,King's College,Pennsylvania,Pennsylvania
1343,Mike Kearns,Princeton University,New Jersey,New Jersey
1344,Bill Bradley*,Princeton University,Missouri,New Jersey
1345,John Hummer,Princeton University,District of Columbia,New Jersey
1346,Geoff Petrie,Princeton University,Pennsylvania,New Jersey
1348,Armond Hill,Princeton University,New York,New Jersey
1349,Brian Taylor,Princeton University,New Jersey,New Jersey
1350,Steve Goodrich,Princeton University,Pennsylvania,New Jersey
1354,Tal Skinner,University of Maryland Eastern Shore,Maryland,Maryland
1356,Gus Johnson*,University of Idaho,Ohio,Idaho
1357,Raymond Brown,University of Idaho,Georgia,Idaho
1358,Randy Brown,University of Idaho,Georgia,Idaho
1359,Kaniel Dickens,University of Idaho,Colorado,Idaho
1362,Gene Guarilia,George Washington University,Pennsylvania,District of Columbia
1363,Mike Brown,George Washington University,New Jersey,District of Columbia
1365,Wally Szczerbiak,George Washington University,Pennsylvania,District of Columbia
1366,Mike Hall,George Washington University,Illinois,District of Columbia
1369,Dick Hemric,Wake Forest University,North Carolina,North Carolina
1370,Dave Budd,Wake Forest University,New Jersey,North Carolina
1371,Len Chappell,Wake Forest University,Pennsylvania,North Carolina
1373,Paul Long,Wake Forest University,Kentucky,North Carolina
1374,Charlie Davis,Wake Forest University,New York,North Carolina
1376,Charles Davis,Wake Forest University,New York,North Carolina
1377,Frank Johnson,Wake Forest University,Florida,North Carolina
1378,Jim Johnstone,Wake Forest University,Connecticut,North Carolina
1379,Guy Morgan,Wake Forest University,Virginia,North Carolina
1380,Danny Young,Wake Forest University,North Carolina,North Carolina
1381,Muggsy Bogues,Wake Forest University,Maryland,North Carolina
1382,Delaney Rudd,Wake Forest University,North Carolina,North Carolina
1383,Chris King,Wake Forest University,North Carolina,North Carolina
1384,Rodney Rogers,Wake Forest University,North Carolina,North Carolina
1385,Anthony Tucker,Wake Forest University,District of Columbia,North Carolina
1386,Randolph Childress,Wake Forest University,District of Columbia,North Carolina
1387,Roy Rogers,Wake Forest University,North Carolina,North Carolina
1389,Rusty LaRue,Wake Forest University,North Carolina,North Carolina
1390,Josh Howard,Wake Forest University,North Carolina,North Carolina
1392,Chris Paul,Wake Forest University,North Carolina,North Carolina
1393,James Johnson,Wake Forest University,Wyoming,North Carolina
1394,Jeff Teague,Wake Forest University,Indiana,North Carolina
1395,Al-Farouq Aminu,Wake Forest University,Georgia,North Carolina
1396,Ish Smith,Wake Forest University,North Carolina,North Carolina
1397,JaJuan Johnson,Wake Forest University,Wyoming,North Carolina
1398,Bob Santini,Iona College,New York,New York
1399,Richie Guerin*,Iona College,New York,New York
1400,Jeff Ruland,Iona College,New York,New York
1401,Steve Burtt,Iona College,New York,New York
1402,Sean Green,Iona College,California,New York
1403,Scott Machado,Iona College,New York,New York
1404,Maurice Stokes*,Saint Francis University,Pennsylvania,Pennsylvania
1405,Kevin Porter,Saint Francis University,Illinois,Pennsylvania
1406,Mike Iuzzolino,Saint Francis University,Pennsylvania,Pennsylvania
1408,Clemon Johnson,Florida Agricultural and Mechanical University,Florida,Florida
1409,Clay Johnson,Florida Agricultural and Mechanical University,Florida,Florida
1410,Jerome James,Florida Agricultural and Mechanical University,Florida,Florida
1411,Bob Hopkins,Grambling State University,Louisiana,Louisiana
1412,Charlie Hardnett,Grambling State University,Georgia,Louisiana
1413,Willis Reed*,Grambling State University,Louisiana,Louisiana
1414,Will Frazier,Grambling State University,Louisiana,Louisiana
1418,Aaron James,Grambling State University,Louisiana,Louisiana
1419,Jimmy Jones,Grambling State University,Louisiana,Louisiana
1420,Larry Wright,Grambling State University,Louisiana,Louisiana
1421,Willie Reed,Grambling State University,Louisiana,Louisiana
1423,Rich Laurel,Hofstra University,Pennsylvania,New York
1424,Speedy Claxton,Hofstra University,New York,New York
1425,Norm Richardson,Hofstra University,New York,New York
1426,Charles Jenkins,Hofstra University,New York,New York
1430,Cleveland Buckner,Jackson State University,Mississippi,Mississippi
1431,Ed Manning,Jackson State University,Mississippi,Mississippi
1432,Cornell Warner,Jackson State University,Mississippi,Mississippi
1433,Gene Short,Jackson State University,Mississippi,Mississippi
1434,Henry Ward,Jackson State University,Mississippi,Mississippi
1435,Purvis Short,Jackson State University,Mississippi,Mississippi
1436,Sylvester Norris,Jackson State University,Mississippi,Mississippi
1437,Audie Norris,Jackson State University,Mississippi,Mississippi
1438,Lindsey Hunter,Jackson State University,Mississippi,Mississippi
1439,Ryan Lorthridge,Jackson State University,Tennessee,Mississippi
1440,Dwayne Whitfield,Jackson State University,Mississippi,Mississippi
1441,Trey Johnson,Jackson State University,Mississippi,Mississippi
1442,Sam Jones*,North Carolina Central University,North Carolina,North Carolina
1443,Jim Krebs,Southern Methodist University,Missouri,Texas
1444,Ira Terrell,Southern Methodist University,Texas,Texas
1445,Brad Branson,Southern Methodist University,Illinois,Texas
1446,Jon Koncak,Southern Methodist University,Iowa,Texas
1447,Carlton McKinney,Southern Methodist University,California,Texas
1448,Jeryl Sasser,Southern Methodist University,Texas,Texas
1449,Quinton Ross,Southern Methodist University,Texas,Texas
1450,Worthy Patterson,University of Connecticut,Connecticut,Connecticut
1451,Toby Kimball,University of Connecticut,Massachusetts,Connecticut
1452,Corny Thompson,University of Connecticut,Connecticut,Connecticut
1453,Bruce Kuczenski,University of Connecticut,Connecticut,Connecticut
1454,Chuck Aleksinas,University of Connecticut,Connecticut,Connecticut
1455,Tate George,University of Connecticut,New Jersey,Connecticut
1456,Scott Burrell,University of Connecticut,Connecticut,Connecticut
1457,Donyell Marshall,University of Connecticut,Pennsylvania,Connecticut
1458,Donny Marshall,University of Connecticut,Pennsylvania,Connecticut
1459,Travis Knight,University of Connecticut,Utah,Connecticut
1460,Kevin Ollie,University of Connecticut,Texas,Connecticut
1461,Richard Hamilton,University of Connecticut,Pennsylvania,Connecticut
1462,Khalid El-Amin,University of Connecticut,Minnesota,Connecticut
1463,Jake Voskuhl,University of Connecticut,Oklahoma,Connecticut
1464,Caron Butler,University of Connecticut,Wisconsin,Connecticut
1466,Emeka Okafor,University of Connecticut,Texas,Connecticut
1467,Charlie Villanueva,University of Connecticut,New York,Connecticut
1468,Hilton Armstrong,University of Connecticut,New York,Connecticut
1469,Josh Boone,University of Connecticut,Maryland,Connecticut
1470,Rudy Gay,University of Connecticut,New York,Connecticut
1472,Jeff Adrien,University of Connecticut,Massachusetts,Connecticut
1473,Jerome Dyson,University of Connecticut,Maryland,Connecticut
1474,Andre Drummond,University of Connecticut,New York,Connecticut
1475,Jeremy Lamb,University of Connecticut,Virginia,Connecticut
1476,Shabazz Napier,University of Connecticut,Massachusetts,Connecticut
1478,Grady O'Malley,Manhattan College,Massachusetts,New York
1479,Ricky Marsh,Manhattan College,New York,New York
1481,Woody Sauldsberry,Texas Southern University,Louisiana,Texas
1483,Alonzo Bradley,Texas Southern University,Mississippi,Texas
1484,Alex Bradley,Texas Southern University,Mississippi,Texas
1485,Ron Cavenall,Texas Southern University,Texas,Texas
1488,Rich Jones,University of Memphis,Tennessee,Tennessee
1489,Larry Kenon,University of Memphis,Alabama,Tennessee
1490,Hank McDowell,University of Memphis,Tennessee,Tennessee
1491,Keith Lee,University of Memphis,Arkansas,Tennessee
1492,William Bedford,University of Memphis,Tennessee,Tennessee
1493,Andre Turner,University of Memphis,Tennessee,Tennessee
1494,Vincent Askew,University of Memphis,Tennessee,Tennessee
1495,Sylvester Gray,University of Memphis,Tennessee,Tennessee
1496,Elliot Perry,University of Memphis,Tennessee,Tennessee
1497,Mitchell Butler,University of Memphis,Tennessee,Tennessee
1498,Anfernee Hardaway,University of Memphis,Tennessee,Tennessee
1499,Chris Garner,University of Memphis,Tennessee,Tennessee
1500,Antonio Burks,University of Memphis,Tennessee,Tennessee
1501,Earl Barron,University of Memphis,Mississippi,Tennessee
1502,Rodney Carney,University of Memphis,Tennessee,Tennessee
1503,Darius Washington,University of Memphis,Florida,Tennessee
1504,Joey Dorsey,University of Memphis,Maryland,Tennessee
1505,Chris Douglas-Roberts,University of Memphis,Michigan,Tennessee
1506,Derrick Rose,University of Memphis,Illinois,Tennessee
1507,Tyreke Evans,University of Memphis,Pennsylvania,Tennessee
1508,Elliot Williams,University of Memphis,Tennessee,Tennessee
1509,Will Barton,University of Memphis,Maryland,Tennessee
1510,Adonis Thomas,University of Memphis,Tennessee,Tennessee
1511,Elgin Baylor*,Seattle University,District of Columbia,Washington
1512,Eddie Miles,Seattle University,Arkansas,Washington
1515,Tom Workman,Seattle University,Washington,Washington
1516,Rod Derline,Seattle University,Washington,Washington
1517,Frank Oleynick,Seattle University,Connecticut,Washington
1518,Chuck Williams,Seattle University,Colorado,Washington
1519,Chuckie Williams,Seattle University,Colorado,Washington
1520,Clint Richardson,Seattle University,Washington,Washington
1521,Jawann Oldham,Seattle University,Illinois,Washington
1522,Steve Hamilton,Morehead State University,Kentucky,Kentucky
1523,Dan Swartz,Morehead State University,Kentucky,Kentucky
1524,Henry Akin,Morehead State University,Michigan,Kentucky
1525,Lamar Green,Morehead State University,Alabama,Kentucky
1526,Bob McCann,Morehead State University,New Jersey,Kentucky
1527,Kenneth Faried,Morehead State University,New Jersey,Kentucky
1528,Andy Johnson,University of Portland,California,Oregon
1529,Ray Scott,University of Portland,Pennsylvania,Oregon
1530,Darwin Cook,University of Portland,California,Oregon
1531,Bill Garnett,University of Portland,Illinois,Oregon
1532,Jose Slaughter,University of Portland,California,Oregon
1533,Anthony Johnson,University of Portland,California,Oregon
1534,Daequan Cook,University of Portland,California,Oregon
1535,Eugene Jeter,University of Portland,California,Oregon
1536,Hub Reed,Oklahoma City University,Oklahoma,Oklahoma
1538,Bud Koper,Oklahoma City University,Oklahoma,Oklahoma
1539,Jim Ware,Oklahoma City University,Mississippi,Oklahoma
1541,Allen Leavell,Oklahoma City University,Indiana,Oklahoma
1543,Dan Tieman,Thomas More College,Kentucky,Kentucky
1544,Dick Barnett,Tennessee State University,Indiana,Tennessee
1546,John Barnhill,Tennessee State University,Kentucky,Tennessee
1548,Ben Warley,Tennessee State University,District of Columbia,Tennessee
1549,Dwight Waller,Tennessee State University,Tennessee,Tennessee
1550,Lloyd Neal,Tennessee State University,Georgia,Tennessee
1551,Truck Robinson,Tennessee State University,Florida,Tennessee
1552,Ted McClain,Tennessee State University,Tennessee,Tennessee
1553,Eddie Johnson,Tennessee State University,Georgia,Tennessee
1554,Monti Davis,Tennessee State University,Ohio,Tennessee
1555,Anthony Mason,Tennessee State University,Florida,Tennessee
1556,Carlos Rogers,Tennessee State University,Michigan,Tennessee
1557,Robert Covington,Tennessee State University,Illinois,Tennessee
1558,Bailey Howell*,Mississippi State University,Tennessee,Mississippi
1559,Wiley Peck,Mississippi State University,Alabama,Mississippi
1560,Rickey Brown,Mississippi State University,Mississippi,Mississippi
1561,Jeff Malone,Mississippi State University,Alabama,Mississippi
1562,Erick Dampier,Mississippi State University,Mississippi,Mississippi
1563,Dontae' Jones,Mississippi State University,Tennessee,Mississippi
1564,Tang Hamilton,Mississippi State University,Mississippi,Mississippi
1565,Lawrence Roberts,Mississippi State University,Texas,Mississippi
1566,Derrick Zimmerman,Mississippi State University,Louisiana,Mississippi
1567,Dominique Jones,Mississippi State University,Tennessee,Mississippi
1568,Arnett Moultrie,Mississippi State University,New York,Mississippi
1569,Jarvis Varnado,Mississippi State University,Virginia,Mississippi
1570,Jackie Moreland,Louisiana Tech University,Louisiana,Louisiana
1571,Mike Green,Louisiana Tech University,Mississippi,Louisiana
1572,Karl Malone*,Louisiana Tech University,Louisiana,Louisiana
1573,Randy White,Louisiana Tech University,Louisiana,Louisiana
1574,Paul Millsap,Louisiana Tech University,Louisiana,Louisiana
1575,Patty Mills,Louisiana Tech University,Louisiana,Louisiana
1576,Lenny Wilkens*,Providence College,New York,Rhode Island
1577,Johnny Egan,Providence College,Connecticut,Rhode Island
1578,John Thompson*,Providence College,District of Columbia,Rhode Island
1579,Jimmy Walker,Providence College,Virginia,Rhode Island
1580,Mike Riordan,Providence College,New York,Rhode Island
1581,Ernie DiGregorio,Providence College,Rhode Island,Rhode Island
1582,Kevin Stacom,Providence College,New York,Rhode Island
1583,Marvin Barnes,Providence College,Rhode Island,Rhode Island
1584,Joe Hassett,Providence College,Rhode Island,Rhode Island
1585,Otis Thorpe,Providence College,Florida,Rhode Island
1586,Billy Donovan,Providence College,New York,Rhode Island
1587,Marty Conlon,Providence College,New York,Rhode Island
1588,Eric Murdock,Providence College,New Jersey,Rhode Island
1589,Dickey Simpkins,Providence College,Maryland,Rhode Island
1590,Marques Bragg,Providence College,New Jersey,Rhode Island
1591,Eric Williams,Providence College,New Jersey,Rhode Island
1592,Austin Croshere,Providence College,California,Rhode Island
1593,God Shammgod,Providence College,New York,Rhode Island
1594,Jamel Thomas,Providence College,New York,Rhode Island
1596,Matt Barnes,Providence College,Rhode Island,Rhode Island
1597,James Thomas,Providence College,New York,Rhode Island
1598,Ryan Gomes,Providence College,Connecticut,Rhode Island
1599,MarShon Brooks,Providence College,New Jersey,Rhode Island
1600,Bryce Cotton,Providence College,Arizona,Rhode Island
1602,Kris Dunn,Providence College,Connecticut,Rhode Island
1604,Zaid Abdul-Aziz,Iowa State University,New York,Iowa
1605,Hawkeye Whitney,Iowa State University,New York,Iowa
1606,Jeff Hornacek,Iowa State University,Illinois,Iowa
1607,Jeff Grayer,Iowa State University,Michigan,Iowa
1608,Victor Alexander,Iowa State University,Michigan,Iowa
1609,Barry Stevens,Iowa State University,Michigan,Iowa
1610,Fred Hoiberg,Iowa State University,Nebraska,Iowa
1611,Loren Meyer,Iowa State University,Iowa,Iowa
1612,Kelvin Cato,Iowa State University,Georgia,Iowa
1613,Dedric Willoughby,Iowa State University,Louisiana,Iowa
